name	country	gender	birthdate	birthyear	competition_years	first	last	results
Giorgios STEFANIS	GRE	M	None	None	2001;2000	2000	2001	R2 Repechage,2,BM2x;FB Final,4,JM4+
Volodymyr PAVLOVSKYI	UKR	M	14 Apr 1980	1980	2016;2014;2013;2012;2012;2012;2011;2011;2011;2011;2010;2010;2010;2010;2009;2009;2008;2008;2008;2008;2007;2007;2007;2006;2006;2005;2005;2005;2005;2003;2003;2003;2003;2002;2001	2001	2016	FB Final,2,M8+;FB Final,2,M8+;FB Final,4,M2x;FB Final,3,M4x;FC Final,1,M2x;FC Final,2,M2x;FA Final,5,M4x;FB Final,5,M4x;FB Final,3,M4x;FB Final,3,M2x;FB Final,4,M4x;FA Final,3,M4x;FA Final,6,M4x;FA Final,5,M4x;FA Final,1,M4x;FB Final,2,M4x;FA Final,3,M4x;FB Final,2,M4x;FA Final,5,M4x;FB Final,3,M4x;FA Final,4,M4x;FA Final,6,M4x;FA Final,5,M4x;FA Final,2,M4x;FA Final,4,M4x;FA Final,5,M2x;FA Final,5,M2x;FA Final,3,M2x;FC Final,6,M1x;FC Final,4,M1x;FB Final,1,M1x;FB Final,1,M1x;FB Final,3,M1x;FC Final,1,M1x;SC/D 1 Semifinal,4,BM2x
Max SCHRAMM	GER	M	2 Sep 1979	1979	2005;2004;2003;2003;2002;2001	2001	2005	FB Final,5,M4-;FC Final,6,M1x;FB Final,1,M2x;FB Final,1,M2x;FB Final,3,M2x;FA Final,1,BM4x
Ioannis KARAMPAS	GRE	M	17 Feb 1980	1980	2002;2002;2001	2001	2002	FA Final,5,BM4x;H2 Heat,6,M2x;R2 Repechage,3,BM4x
Alexandros SAVVATIS	GRE	M	3 Aug 1979	1979	2003;2003;2002;2002;2002;2001	2001	2003	FD Final,2,M4x;FC Final,2,M4x;FC Final,5,M2x;FB Final,5,M4x;FB Final,1,M2x;R2 Repechage,3,BM4x
Stefan SAX	SUI	M	27 Feb 1981	1981	2008;2007;2007;2007;2007;2006;2006;2006;2003;2002;2002;2001	2001	2008	FA Final,2,M2-;FB Final,3,M8+;FB Final,1,M8+;FA Final,5,M8+;FB Final,3,M8+;FB Final,2,M8+;FA Final,4,M8+;FB Final,2,M8+;FC Final,3,M4x;FB Final,3,BM2x;FB Final,4,M4x;FA Final,6,BM4x
Daniel BERGE	NOR	M	15 Dec 1981	1981	2003;2001	2001	2003	FB Final,4,BM2x;R2 Repechage,4,BM4x
Sinan TANILKAN	NOR	M	None	None	2001	2001	2001	R2 Repechage,4,BM4x
Vitalijus GRIGISAS	LTU	M	None	None	2002;2001	2001	2002	FB Final,3,BM4-;H2 Heat,5,BM4x
Renatas KORSAKAS	LTU	M	None	None	2001	2001	2001	H2 Heat,5,BM4x
Tomas BAGVILAS	LTU	M	29 Dec 1981	1981	2004;2004;2003;2003;2001	2001	2004	FB Final,2,M4+;FB Final,4,M4-;FC Final,4,M4-;FB Final,6,M4-;H2 Heat,5,BM4x
Gediminas LINKUS	LTU	M	None	None	2001	2001	2001	H2 Heat,5,BM4x
Premysl SEBEK	CZE	M	None	None	2001	2001	2001	FB Final,1,BM8+
Jan VENTRUBA	CZE	M	22 Apr 1981	1981	2006;2005;2005;2005;2004;2004;2003;2003;2003;2003;2001	2001	2006	FD Final,1,M4-;FB Final,5,M2-;FB Final,3,M2-;FC Final,3,M2-;FB Final,2,M8+;R Repechage,6,M8+;FB Final,5,M8+;FB Final,4,M8+;FA Final,4,M8+;FA Final,5,M8+;FB Final,1,BM8+
Ante MURER	CRO	M	29 Aug 1982	1982	2006;2004;2003;2003;2001;2000	2000	2006	FB Final,6,M4-;FB Final,5,M4-;FB Final,1,M4+;F Final,2,M4+;FA Final,6,BM8+;FB Final,2,JM4+
Viktor LES	CRO	M	None	None	2001	2001	2001	FA Final,6,BM8+
Christos RIGANAS	GRE	M	None	None	2001	2001	2001	FB Final,3,BM8+
Giorgios PASIOUDIS	GRE	M	None	None	2001;2000	2000	2001	FB Final,3,BM8+;FB Final,4,JM4+
Matt DEAKIN	USA	M	20 May 1980	1980	2007;2006;2005;2004;2004;2003;2002;2001	2001	2007	FA Final,1,M4+;FA Final,3,M8+;FA Final,1,M8+;FA Final,1,M8+;FA Final,4,M8+;FA Final,1,M4+;FA Final,1,BM8+;FA Final,2,BM8+
Beau HOOPMAN	USA	M	1 Oct 1980	1980	2009;2009;2008;2007;2006;2005;2004;2004;2002;2002;2001	2001	2009	FB Final,3,M8+;FB Final,1,M8+;FA Final,3,M8+;FB Final,2,M4-;FA Final,3,M8+;FA Final,1,M8+;FA Final,1,M8+;FA Final,1,M4-;FB Final,6,M4-;FA Final,1,BM8+;FA Final,2,BM8+
Jack NUNN	USA	M	None	None	2001	2001	2001	FA Final,2,BM8+
Marcus MC ELHENNEY	USA	M	27 Jul 1981	1981	2009;2008;2007;2006;2005;2004;2003;2001	2001	2009	FA Final,1,M2+;FA Final,3,M8+;FA Final,4,M8+;FA Final,3,M8+;FA Final,1,M8+;FA Final,3,M4+;FA Final,1,M4+;FA Final,2,BM8+
Wayne POMMEN	CAN	M	13 Apr 1979	1979	2003;2001	2001	2003	FA Final,6,M2-;FA Final,1,BM8+
Adam KREEK	CAN	M	2 Dec 1980	1980	2008;2008;2007;2007;2007;2006;2004;2004;2004;2003;2003;2002;2002;2001	2001	2008	FA Final,1,M8+;FA Final,1,M8+;FA Final,1,M8+;FA Final,1,M8+;FA Final,1,M8+;FB Final,3,M8+;FA Final,5,M8+;FA Final,1,M8+;FA Final,1,M8+;FA Final,1,M8+;FA Final,1,M8+;FA Final,1,M8+;FA Final,3,M8+;FA Final,1,BM8+
David KAY	CAN	M	None	None	2001	2001	2001	FA Final,1,BM8+
Brad BURNS	CAN	M	13 Aug 1983	1983	2002;2001	2001	2002	FA Final,2,BM8+;FA Final,1,BM8+
Peter DEMBICKI	CAN	M	24 Sep 1980	1980	2008;2007;2007;2007;2006;2006;2005;2004;2002;2001	2001	2008	FB Final,3,M4-;FC Final,2,M4-;FB Final,1,M4-;FA Final,1,M8+;FB Final,3,M8+;FA Final,4,M4-;FA Final,3,M4-;FA Final,2,M4+;FA Final,2,BM8+;FA Final,1,BM8+
Brent CARPENTER	CAN	M	None	None	2001	2001	2001	FA Final,1,BM8+
Scott FRANDSEN	CAN	M	21 Jul 1980	1980	2012;2012;2011;2011;2008;2008;2007;2007;2007;2006;2006;2005;2005;2005;2004;2004;2004;2003;2002;2002;2001	2001	2012	FA Final,6,M2-;FA Final,2,M2-;FA Final,5,M2-;FA Final,3,M2-;FA Final,2,M2-;FA Final,1,M2-;FC Final,2,M4-;FA Final,4,M2-;FA Final,5,M2-;FB Final,2,M4-;FA Final,4,M4-;FB Final,1,M8+;FA Final,5,M2-;FA Final,3,M2-;FA Final,5,M8+;FA Final,1,M8+;FA Final,1,M8+;FA Final,6,M2-;FB Final,1,M2-;FA Final,2,BM8+;FA Final,1,BM8+
Adam MCNEILL	CAN	M	None	None	2001	2001	2001	FA Final,1,BM8+
Robert SCHURIG	GER	M	None	None	2001	2001	2001	FA Final,5,BM8+
Tomoyasu MATSUURA	JPN	M	None	None	2001	2001	2001	FB Final,4,BM8+
Tsutomu ISHIKAWA	JPN	M	None	None	2001	2001	2001	FB Final,4,BM8+
Takashi IWABUCHI	JPN	M	None	None	2001	2001	2001	FB Final,4,BM8+
Ryo IIDA	JPN	M	5 Mar 1982	1982	2012;2012;2012;2009;2001	2001	2012	FA Final,6,LM8+;FB Final,6,LM4-;R2 Repechage,3,LM4-;FA Final,4,LM8+;FB Final,4,BM8+
Minoru NISHINO	JPN	M	None	None	2001	2001	2001	FB Final,4,BM8+
Yoshiyuki TAKAI	JPN	M	None	None	2001	2001	2001	FB Final,4,BM8+
Yoshinori KAKIZAWA	JPN	M	None	None	2001	2001	2001	FB Final,4,BM8+
Yusuke IMAI	JPN	M	7 Jan 1982	1982	2015;2015;2015;2014;2014;2009;2008;2005;2005;2004;2003;2002;2001	2001	2015	FC Final,6,LM4-;FC Final,2,LM4-;FB Final,5,LM4-;FC Final,1,LM2-;FC Final,2,LM4-;FA Final,4,LM8+;FA Final,3,LM2-;FA Final,2,LM8+;FA Final,3,LM8+;FB Final,1,BLM4x;FA Final,6,BLM4x;FA Final,5,BLM4x;FB Final,4,BM8+
Hitoshi NAKAMURA	JPN	M	None	None	2001	2001	2001	FB Final,4,BM8+
Megan COOKE	USA	W	5 May 1980	1980	2007;2007;2006;2006;2006;2005;2004;2001	2001	2007	FA Final,2,W2-;FA Final,2,W2-;FA Final,1,W8+;FA Final,1,W2-;FA Final,5,W2-;FB Final,2,W2x;FB Final,1,W4-;H1 Heat,2,BW4-
Maria RAYMOND	USA	W	None	None	2001	2001	2001	H1 Heat,2,BW4-
Daniela TREVISAN	ITA	W	None	None	2001	2001	2001	H1 Heat,3,BW4-
Olena TOPAL	UKR	W	None	None	2001	2001	2001	H1 Heat,4,BW4-
Olena ZHILA	UKR	W	28 Jun 1979	1979	2003;2003;2001	2001	2003	FB Final,2,W8+;F Final,4,W8+;H1 Heat,4,BW4-
Ksenja BRECELJ	ITA	W	None	None	2001	2001	2001	R1 Repechage,4,BW1x
Marianne Fernholt NORDAHL	NOR	W	17 Feb 1981	1981	2008;2008;2007;2007;2007;2007;2006;2006;2006;2005;2005;2005;2005;2004;2004;2004;2001	2001	2008	FB Final,1,W1x;FD Final,2,W1x;FB Final,6,W2x;FB Final,5,W2x;FB Final,3,W2x;FB Final,4,W2x;FC Final,1,W2x;FB Final,3,W2x;FB Final,5,W2x;FB Final,1,W2x;R1 Repechage,6,W2x;FB Final,3,W2x;FB Final,2,W2x;FB Final,4,W2x;FC Final,1,W2x;FC Final,5,W2x;H2 Heat,4,BW2x
Anastasia PAITARIDOU	GRE	W	13 Apr 1982	1982	2002;2001	2001	2002	FA Final,5,BW4x;FA Final,4,BW4x
Berit CAROW	GER	W	12 Jan 1981	1981	2008;2008;2008;2008;2007;2007;2007;2007;2006;2006;2006;2006;2005;2005;2005;2003;2003;2002;2001	2001	2008	FA Final,4,LW2x;FA Final,2,LW2x;FA Final,6,LW2x;FA Final,1,LW2x;FA Final,3,LW2x;FA Final,3,LW2x;FA Final,6,LW2x;FA Final,5,LW2x;FA Final,2,LW1x;FB Final,1,LW2x;FA Final,4,LW1x;FA Final,2,LW2x;FA Final,5,LW2x;FA Final,2,LW2x;FA Final,3,LW2x;FA Final,5,LW4x;FA Final,3,LW4x;FC Final,1,LW2x;H1 Heat,2,BLW2x
Magdalena NOWAK	POL	W	25 Mar 1980	1980	2002;2001	2001	2002	FB Final,3,BLW2x;H1 Heat,5,BLW2x
Aline PIERRON	FRA	W	None	None	2001	2001	2001	H2 Heat,4,BLW2x
Alessia BOBBO	ITA	W	None	None	2001	2001	2001	FC Final,2,BLW1x
Cigdem ERGINER	TUR	W	4 Mar 1980	1980	2001	2001	2001	FC Final,3,BLW1x
Luciana WILENSKY	ARG	W	None	None	2001;2001	2001	2001	R3 Repechage,3,LW1x;R1 Repechage,3,BLW1x
Alison EASTMAN	GBR	W	20 Oct 1979	1979	2002;2002;2001	2001	2002	FA Final,5,LW4x;F Final,1,LW4x;SA/B 1 Semifinal,2,BLW1x
Mitja TRKOV	SLO	M	16 Jul 1982	1982	2005;2005;2004;2004;2003;2003;2002;2001	2001	2005	FC Final,4,LM2x;FB Final,3,LM2x;FA Final,5,BLM2x;SA/B 2 Semifinal,5,LM2x;SA/B 1 Semifinal,4,BLM2x;FC Final,3,LM4-;FA Final,5,BLM2x;FB Final,2,BLM2x
Anis HAMMAMI	TUN	M	17 Aug 1982	1982	2002;2002;2001	2001	2002	FD Final,3,LM2x;FC Final,3,BLM2x;R Repechage,5,BLM2x
Krzysztof MLYNNIK	POL	M	19 Jan 1981	1981	2007;2003;2002;2001	2001	2007	FA Final,6,LM8+;FA Final,1,BLM4x;FB Final,1,BLM4x;H2 Heat,1,BLM2x
Mathieu SAPIN	FRA	M	None	None	2002;2001	2001	2002	FB Final,6,LM1x;H2 Heat,3,BLM2x
Cedric FRNO	FRA	M	None	None	2002;2001	2001	2002	FA Final,5,LM4x;H2 Heat,3,BLM2x
Christian RASMUSSEN	DEN	M	8 Mar 1981	1981	2004;2003;2002;2001	2001	2004	FB Final,5,M4x;FB Final,1,BLM4x;FB Final,2,BLM4x;H2 Heat,4,BLM2x
Juranas DOVEIKA	LTU	M	None	None	2001	2001	2001	H2 Heat,5,BLM2x
Justas SESTILA	LTU	M	None	None	2001	2001	2001	H2 Heat,5,BLM2x
Dusan HYNCICA	CZE	M	6 Sep 1982	1982	2002;2001	2001	2002	SA/B 1 Semifinal,5,BLM2x;H3 Heat,3,BLM2x
Ivan MICHNEVIC	CZE	M	None	None	2001	2001	2001	H3 Heat,3,BLM2x
Anastasios MARINOS	GRE	M	17 Dec 1982	1982	2004;2003;2003;2003;2002;2002;2002;2001	2001	2004	FA Final,2,BLM4x;FD Final,2,LM4-;FC Final,2,LM1x;FA Final,6,LM1x;FB Final,3,LM4x;FA Final,4,BLM4x;F Final,2,LM4x;FA Final,4,BLM4x
Spyridon GELEKIS	GRE	M	12 Nov 1981	1981	2002;2002;2002;2001	2001	2002	FB Final,3,LM4x;FA Final,4,BLM4x;F Final,2,LM4x;FA Final,4,BLM4x
Christoph LOEFFLER	AUT	M	None	None	2001	2001	2001	FA Final,6,BLM4x
Fabien TILLIET	FRA	M	3 Mar 1980	1980	2012;2012;2012;2011;2011;2010;2010;2010;2010;2009;2009;2009;2009;2008;2008;2008;2008;2007;2007;2007;2007;2006;2006;2005;2005;2005;2004;2003;2003;2003;2002;2002;2002;2002;2001	2001	2012	FA Final,3,LM2-;FA Final,6,LM2-;FA Final,3,LM2-;F Final,4,LM8+;FB Final,1,LM2-;FA Final,1,LM2-;F Final,1,LM2-;FA Final,1,LM2-;FA Final,1,LM2-;FA Final,1,LM4-;FA Final,1,LM2-;FA Final,2,LM2-;FA Final,2,LM2-;FA Final,4,LM4-;FA Final,1,LM4-;FA Final,3,LM4-;FA Final,4,LM4-;FA Final,2,LM4-;FA Final,2,LM4-;FA Final,4,LM4-;FB Final,4,LM4-;FA Final,2,LM4-;FA Final,2,LM4-;FA Final,1,LM4-;FA Final,1,LM4-;FA Final,1,LM4-;FA Final,1,LM8+;FC Final,2,LM4-;FC Final,2,LM4-;FA Final,5,LM4-;FB Final,6,LM2-;SA/B 1 Semifinal,5,LM2-;FC Final,1,LM2-;FA Final,4,LM4-;X Exhibition,2,BLM2-
Christoph AFFENZELLER  II	AUT	M	14 Oct 1982	1982	2007;2007;2006;2006;2005;2005;2004;2002;2001	2001	2007	FA Final,6,LM4x;FC Final,1,LM1x;FC Final,3,LM1x;FC Final,3,LM1x;FD Final,4,LM1x;FC Final,3,LM1x;FB Final,3,BLM2x;FB Final,5,BLM4x;X Exhibition,5,BLM2-
Alexander MINICHMAYR	AUT	M	30 Oct 1982	1982	2004;2004;2004;2003;2003;2003;2002;2001	2001	2004	FB Final,5,BLM4-;FC Final,2,LM4-;FA Final,4,LM2-;FA Final,6,BLM2-;F Final,5,LM8+;FB Final,2,M8+;FB Final,6,BLM2-;X Exhibition,5,BLM2-
Manuel LAMA BUSTINZA	PER	M	None	None	2001	2001	2001	X Exhibition,6,BLM2-
Diego MEJIA PETERSEN	PER	M	10 Jul 1980	1980	2007;2001	2001	2007	FD Final,6,LM2x;X Exhibition,6,BLM2-
Christophe RAES	BEL	M	21 Feb 1982	1982	2009;2009;2009;2009;2008;2008;2008;2008;2007;2007;2007;2007;2006;2006;2006;2005;2005;2005;2004;2004;2004;2003;2003;2002;2001	2001	2009	FA Final,5,M4x;FB Final,4,M2x;R Repechage,6,M2x;FB Final,3,M2x;FB Final,2,M2x;FA Final,5,M2x;FB Final,2,M2x;FA Final,6,M2x;FB Final,5,M2x;FB Final,4,M2x;FB Final,5,M2x;FC Final,2,M2x;FA Final,6,M2x;FB Final,3,M2x;FB Final,3,M2x;FA Final,6,M2x;FB Final,2,M2x;FB Final,1,M2x;FB Final,1,BM1x;FA Final,6,M4x;FB Final,1,M4x;FC Final,5,M1x;SA/B 1 Semifinal,5,BM1x;FA Final,6,BM2x;H3 Heat,1,BLM1x
Gergely KITKA	HUN	M	16 Aug 1980	1980	2011;2009;2008;2008;2007;2006;2003;2003;2003;2001	2001	2011	FA Final,6,LM4x;FB Final,2,LM4-;FD Final,2,LM1x;FB Final,3,LM1x;FB Final,2,LM4x;FD Final,2,LM4-;H2 Heat,5,LM2-;FB Final,3,LM2-;F Final,4,LM2-;H3 Heat,4,BLM1x
Anis JOUINI	TUN	M	23 Mar 1980	1980	2002;2002;2001	2001	2002	FC Final,3,LM1x;FC Final,3,BLM2x;H3 Heat,5,BLM1x
Christos BATMANIDIS	GRE	M	None	None	2001	2001	2001	FD Final,2,BLM1x
Adrien REGUIS	FRA	M	None	None	2002;2001	2001	2002	FA Final,5,LM4x;SA/B 2 Semifinal,3,BLM4-
Jeremy POUGE	FRA	M	3 May 1980	1980	2008;2008;2008;2008;2007;2007;2007;2007;2006;2006;2005;2005;2005;2004;2003;2003;2003;2002;2001	2001	2008	FA Final,4,LM4-;H1 Heat,3,LM2-;FA Final,3,LM2-;FA Final,3,LM2-;FA Final,2,LM4-;FA Final,2,LM4-;FA Final,4,LM4-;FB Final,4,LM4-;FA Final,2,LM4-;FA Final,2,LM4-;FA Final,1,LM4-;FA Final,1,LM4-;FA Final,1,LM4-;FA Final,1,LM8+;FC Final,2,LM4-;FC Final,2,LM4-;FA Final,5,LM4-;FA Final,1,BLM4-;SA/B 2 Semifinal,3,BLM4-
Pascal MOREL	FRA	M	None	None	2001	2001	2001	SA/B 2 Semifinal,3,BLM4-
Tristan LARCHEVEQUE	FRA	M	16 Sep 1981	1981	2002;2001	2001	2002	FA Final,1,BLM4-;SA/B 2 Semifinal,3,BLM4-
Jiri KOPAC	CZE	M	23 Feb 1982	1982	2018;2018;2018;2018;2017;2017;2017;2017;2016;2016;2016;2016;2015;2015;2015;2015;None;2014;2014;2014;2014;2013;2013;2013;2012;2012;2012;2012;2012;2011;2011;2011;2011;2011;2010;2010;2010;2010;2009;2009;2009;2009;2008;2008;2008;2007;2007;2007;2007;2007;2006;2005;2004;2004;2004;2003;2003;2002;2001	2001	None	FA Final,6,LM4x;FA Final,2,LM4x;FA Final,4,LM4x;FB Final,2,M4x;FB Final,3,LM4x;FA Final,3,LM4x;FA Final,3,LM4-;FB Final,4,M4-;FB Final,6,LM4-;FB Final,2,LM4-;FA Final,5,LM4-;FA Final,6,LM4-;FB Final,4,LM4-;FC Final,1,LM4-;FB Final,1,LM4-;FB Final,1,LM4-;FB Final,1,LM4-;FA Final,4,LM2-;FA Final,2,LM2-;FA Final,1,LM2-;FB Final,1,LM2-;FB Final,5,LM4-;FB Final,2,LM4-;FA Final,2,LM4-;FB Final,1,LM2-;FB Final,5,LM4-;FA Final,6,LM4-;FB Final,3,LM4-;FA Final,2,LM2-;FA Final,2,LM4-;FB Final,2,LM4-;FB Final,2,LM4-;FA Final,4,LM4-;FA Final,1,LM2-;FB Final,1,LM4-;FB Final,3,LM4-;FA Final,3,LM4-;FB Final,1,LM4-;FA Final,4,LM4-;FB Final,2,LM4-;FA Final,3,LM4-;FA Final,5,LM4-;FA Final,3,LM4-;FA Final,4,LM4x;FC Final,4,LM4-;FA Final,5,LM4-;FC Final,3,LM4-;FC Final,6,LM4-;FB Final,3,LM4-;FC Final,3,LM4-;FB Final,4,LM1x;FB Final,5,LM2x;FB Final,2,BLM4-;H3 Heat,4,LM4-;FB Final,7,LM4-;FA Final,6,BLM4-;FC Final,4,LM4-;FB Final,1,BLM4-;SA/B 2 Semifinal,6,BLM4-
Mike LEWIS	CAN	M	15 Apr 1981	1981	2011;2011;2010;2010;2010;2009;2009;2008;2008;2007;2007;2007;2006;2006;2004;2002;2001	2001	2011	FC Final,2,LM4-;FB Final,3,LM4-;FC Final,3,LM4-;FC Final,3,LM4-;FB Final,4,LM4-;FB Final,5,LM4-;FB Final,4,LM4-;FA Final,3,LM4-;FB Final,6,LM4-;FA Final,4,LM4-;FA Final,4,LM4-;FC Final,1,LM4-;FA Final,4,LM4-;FB Final,3,LM4-;FA Final,3,LM2-;FA Final,1,BLM2-;FA Final,5,BLM4-
Ruari CARTHEW	CAN	M	None	None	2001	2001	2001	FA Final,5,BLM4-
Jeff BUJAS	CAN	M	16 Mar 1979	1979	2006;2006;2005;2005;2004;2003;2001	2001	2006	FB Final,5,LM1x;FB Final,3,LM1x;FA Final,3,LM4x;FB Final,5,LM2x;FA Final,2,LM4x;FC Final,6,LM2x;FA Final,5,BLM4-
Volodymyr DERHACHOV	UKR	M	29 Oct 1979	1979	2003;2001	2001	2003	FC Final,6,LM4-;H2 Heat,4,BLM4-
Maksym SKRYPOV	UKR	M	22 Jan 1981	1981	2003;2001	2001	2003	FC Final,6,LM4-;H2 Heat,4,BLM4-
Roman SYDOROV	UKR	M	14 Apr 1980	1980	2007;2007;2007;2006;2004;2003;2001	2001	2007	FA Final,6,LM4-;FD Final,2,LM4-;FB Final,2,LM4-;FB Final,4,LM4-;FB Final,5,LM2-;FC Final,6,LM4-;H2 Heat,4,BLM4-
Olexiy MARTYNOV	UKR	M	4 Oct 1979	1979	2008;2007;2007;2005;2005;2004;2003;2001	2001	2008	FC Final,5,LM4-;FB Final,1,LM4x;FB Final,3,LM2-;FC Final,2,LM2x;FC Final,1,LM2x;FB Final,5,LM2-;FC Final,6,LM4-;H2 Heat,4,BLM4-
Paulo EUSEBIO	POR	M	None	None	2001;2001	2001	2001	R3 Repechage,5,LM2x;SA/B 2 Semifinal,4,BLM4-
Tim HARNEDY	IRL	M	8 Aug 1982	1982	2006;2006;2006;2005;2005;2005;2004;2004;2004;2003;2003;2003;2002;2001;2001;2001	2001	2006	FD Final,3,LM2x;FC Final,3,LM2x;FB Final,4,LM2x;FA Final,2,LM4-;FA Final,1,LM4-;FA Final,3,LM4-;FB Final,2,LM1x;FC Final,2,LM1x;FA Final,6,LM1x;FA Final,6,LM4-;FC Final,2,LM2x;FB Final,1,LM2x;FC Final,3,LM1x;FC Final,2,LM4-;FB Final,6,LM4-;H3 Heat,1,BLM4-
Gelsomino MORTARUOLO	ITA	M	9 Jul 1982	1982	2002;2001	2001	2002	FA Final,6,BLM4-;H3 Heat,2,BLM4-
Paul SMITH	RSA	M	None	None	2001	2001	2001	H3 Heat,3,BLM4-
Roderick MACDONALD	RSA	M	3 Dec 1979	1979	2007;2007;2006;2006;2006;2005;2005;2001	2001	2007	FD Final,3,LM4-;FC Final,5,LM4-;FB Final,6,LM4-;FB Final,4,LM4-;FC Final,1,LM4-;FB Final,1,LM4-;FB Final,1,LM4-;H3 Heat,3,BLM4-
Dave CURRIE	GBR	M	10 Jan 1982	1982	2007;2007;2006;2006;2006;2005;2005;2005;2005;2004;2003;2002;2002;2001	2001	2007	FA Final,3,LM4x;FA Final,3,LM4x;FA Final,4,LM4x;FA Final,3,LM2-;FA Final,3,LM2-;FB Final,2,LM4-;FB Final,2,LM4-;FA Final,5,LM4-;FA Final,6,LM4-;FB Final,2,BLM1x;FA Final,3,BLM2-;FA Final,4,BLM4-;FA Final,6,LM2-;H3 Heat,4,BLM4-
Olga JILSKAYA	BLR	W	None	None	2001	2001	2001	FA Final,5,W8+
Dal Ho KIM	KOR	M	1 Apr 1981	1981	2007;2006;2006;2006;2005;2005;2004;2003;2001	2001	2007	FD Final,3,M2x;FD Final,4,M2x;FC Final,3,M2x;FE Final,3,M2x;FD Final,1,M2x;R3 Repechage,4,M2x;FC Final,3,M2x;FE Final,1,M1x;FD Final,3,M1x
Marwan MARWAN ABDALLA	EGY	M	25 Sep 1971	1971	2001;2001	2001	2001	FB Final,3,M8+;FB Final,1,M8+
El Sayed MOHAMED FATHI	EGY	M	None	None	2002;2001;2001;2001	2001	2002	FB Final,5,M4-;FB Final,3,M8+;FB Final,1,M8+;FB Final,5,M4-
El Sayed ARAFAT	EGY	M	10 May 1976	1976	2004;2002;2002;2001;2001;2001;1999	1999	2004	FA Final,6,M8+;FC Final,4,M4-;FB Final,5,M4-;FB Final,3,M8+;FB Final,1,M8+;FB Final,5,M4-;FB Final,5,M8+
El Bakry YEHIA	EGY	M	13 Jul 1976	1976	2010;2010;2010;2009;2009;2008;2008;2007;2007;2006;2006;2006;2005;2005;2005;2004;2004;2003;2003;2003;2003;2002;2002;2002;2001;2001;2001	2001	2010	FC Final,2,M2-;FC Final,6,M2-;FB Final,5,M2-;FC Final,3,M4-;FB Final,5,M2-;FB Final,6,M4-;FB Final,6,M4-;FC Final,3,M4-;FB Final,4,M4-;FC Final,1,M4-;FC Final,4,M4-;FB Final,3,M2-;FC Final,2,M2-;FB Final,2,M8+;FA Final,5,M2-;FA Final,5,M8+;FB Final,3,M4-;FB Final,6,M8+;FB Final,3,M2-;FB Final,4,M2-;FC Final,1,M2-;FB Final,3,M8+;FB Final,1,M2-;FB Final,3,M2-;FB Final,4,M2-;FA Final,3,M2-;R1 Repechage,3,M2-
Brayko ZAHOV	BUL	M	None	None	2001;2001	2001	2001	FC Final,4,LM1x;R2 Repechage,5,LM2x
Nader ABD EL AZIZ	EGY	M	28 Feb 1977	1977	2001;2001;2001	2001	2001	FB Final,3,M8+;FB Final,1,M8+;R Repechage,6,M4-
Mustafa ABD EL GAWAD	EGY	M	7 Oct 1978	1978	2003;2003;2003;2003;2002;2002;2002;2002;2001;2001;2001	2001	2003	FB Final,6,M8+;FB Final,6,M8+;FA Final,5,M8+;FB Final,1,M8+;FB Final,3,M8+;R Repechage,5,M8+;FB Final,1,M8+;FA Final,3,M8+;FB Final,3,M8+;FB Final,1,M8+;FB Final,5,M4-
Mohamed HUSSEIN	EGY	M	10 Sep 1978	1978	2003;2003;2003;2003;2002;2002;2002;2001;2001;2001	2001	2003	FB Final,6,M8+;FB Final,6,M8+;FA Final,5,M8+;FB Final,1,M8+;FB Final,3,M8+;FB Final,1,M8+;FA Final,3,M8+;FB Final,3,M8+;FB Final,1,M8+;FB Final,5,M4-
Sameh HASSAN	EGY	M	2 Jan 1976	1976	2009;2008;2008;2007;2005;2004;2004;2003;2003;2003;2003;2002;2002;2002;2002;2001;2001	2001	2009	FC Final,3,M4-;FB Final,6,M4-;FB Final,6,M4-;FC Final,4,M4-;FB Final,2,M8+;FA Final,5,M8+;FA Final,6,M8+;FB Final,2,M4+;FB Final,6,M8+;FA Final,5,M8+;FB Final,1,M8+;FB Final,3,M8+;R Repechage,5,M8+;FB Final,1,M8+;FA Final,3,M8+;FB Final,1,M4-;FA Final,6,M4-
Bastien GALLET	FRA	M	8 Apr 1980	1980	2007;2007;2007;2006;2006;2006;2005;2005;2005;2004;2004;2004;2004;2002;2002;2002	2002	2007	FB Final,5,M8+;FB Final,3,M8+;FB Final,4,M8+;FB Final,4,M8+;FB Final,3,M2-;H2 Heat,6,M8+;FB Final,3,M8+;FA Final,6,M8+;FA Final,6,M8+;FA Final,6,M8+;R1 Repechage,5,M8+;FB Final,1,M8+;FA Final,3,M8+;FB Final,4,M2-;R Repechage,4,M8+;FB Final,2,M8+
Stephane BERNARD	FRA	M	1 Oct 1975	1975	2002;2002;2002	2002	2002	FB Final,5,M2-;R Repechage,4,M8+;FB Final,2,M8+
Damian DRUENNES	FRA	M	None	None	2002;2002	2002	2002	FA Final,5,LM4x;H2 Heat,6,LM1x
Julien PERRILLAT	FRA	M	None	None	None	None	NoneNone
Martin ILASSE	GER	M	None	None	2002	2002	2002	FB Final,1,LM4-
Verena LEHMANN	GER	W	2 Aug 1981	1981	2003;2002;2002;2002	2002	2003	FA Final,1,BW4-;FA Final,6,BW4-;F Final,5,W4-;F Final,1,W4-
